latitude,longitude,value
-11.0,121.25,6.5029745
-11.0,122.5,6.5429115
-11.0,123.125,6.7150826
-10.5,120.0,6.28158
-10.5,120.625,6.2396975
-10.5,121.25,5.9756417
-10.5,121.875,5.9806867
-10.5,123.125,6.2058296
-10.5,123.75,6.553268
-10.5,124.375,6.9034796
-10.0,118.75,5.7855034
-10.0,119.375,5.9018335
-10.0,120.0,5.7750835
-10.0,120.625,5.934576
-10.0,123.125,5.6118503
-10.0,123.75,5.681866
-10.0,124.375,5.145457
-10.0,125.0,4.231947
-9.5,118.75,5.20452
-9.5,119.375,5.382628
-9.5,120.0,5.670993
-9.5,120.625,5.7564692
-9.5,123.75,4.826697
-9.5,124.375,4.3634067
-9.5,125.0,4.7295113
-9.5,125.625,5.7277703
-9.0,114.375,5.4007483
-9.0,115.0,5.3326225
-9.0,115.625,5.0062003
-9.0,116.25,4.7082605
-9.0,116.875,3.9668078
-9.0,117.5,3.5307453
-9.0,118.125,4.0206184
-9.0,118.75,4.3909373
-9.0,119.375,4.5364723
-9.0,120.0,5.037505
-9.0,120.625,4.4011183
-9.0,121.25,3.3342476
-9.0,121.875,4.1485596
-9.0,122.5,4.521789
-9.0,124.375,5.487041
-9.0,125.0,5.0727625
-9.0,125.625,3.8702183
-9.0,126.25,3.2577004
-9.0,126.875,4.9837213
-8.5,110.625,5.1879416
-8.5,111.25,5.2879057
-8.5,111.875,5.0015736
-8.5,112.5,5.0525084
-8.5,113.125,5.2025476
-8.5,113.75,4.7692904
-8.5,114.375,3.5346303
-8.5,115.0,3.4108088
-8.5,115.625,3.7987869
-8.5,116.25,3.4415836
-8.5,116.875,3.4896312
-8.5,117.5,3.3117075
-8.5,118.125,3.695038
-8.5,118.75,4.1677423
-8.5,119.375,4.2760744
-8.5,120.0,3.8844724
-8.5,120.625,3.348642
-8.5,121.25,3.8744442
-8.5,121.875,4.8721046
-8.5,122.5,5.0522876
-8.5,123.125,5.0067706
-8.5,123.75,4.8493958
-8.5,124.375,4.8536677
-8.5,125.0,4.759786
-8.5,125.625,4.8899493
-8.5,126.25,5.810646
-8.5,126.875,6.260314
-8.5,127.5,6.375231
-8.0,107.5,5.351424
-8.0,108.125,5.5612783
-8.0,108.75,5.290797
-8.0,109.375,4.984329
-8.0,110.0,4.8458877
-8.0,110.625,4.556141
-8.0,111.25,4.2672276
-8.0,111.875,3.9368243
-8.0,112.5,3.6804752
-8.0,113.125,3.4737434
-8.0,113.75,3.1766946
-8.0,114.375,3.119483
-8.0,115.0,3.3991697
-8.0,115.625,4.1889596
-8.0,117.5,4.5959134
-8.0,118.125,4.8144836
-8.0,118.75,5.3630886
-8.0,119.375,5.637971
-8.0,121.875,6.5519285
-8.0,122.5,6.2336116
-8.0,123.125,5.86996
-8.0,123.75,5.7123594
-8.0,124.375,5.3744626
-8.0,125.0,5.897384
-7.5,106.25,4.385376
-7.5,106.875,4.657851
-7.5,107.5,4.9086075
-7.5,108.125,4.2855406
-7.5,108.75,3.4041917
-7.5,109.375,3.6091158
-7.5,110.0,3.8838737
-7.5,110.625,3.7231553
-7.5,111.25,3.592108
-7.5,111.875,3.6803212
-7.5,112.5,3.7774427
-7.5,113.125,3.960981
-7.5,113.75,4.191913
-7.5,114.375,5.0523887
-7.5,115.625,5.21804
-7.5,116.875,5.637664
-7.5,117.5,5.670053
-7.5,118.125,6.083596
-7.0,105.0,3.9659495
-7.0,105.625,4.096921
-7.0,106.25,4.1137333
-7.0,106.875,4.0622473
-7.0,107.5,3.9600244
-7.0,108.125,3.0337389
-7.0,108.75,3.2172158
-7.0,109.375,3.8376617
-7.0,110.0,4.528448
-7.0,110.625,4.379305
-7.0,111.25,4.482351
-7.0,111.875,4.799763
-7.0,112.5,5.19008
-7.0,113.125,5.5429635
-7.0,113.75,5.7284136
-7.0,114.375,5.901776
-7.0,115.0,5.8214254
-7.0,115.625,5.725723
-7.0,116.25,5.712076
-7.0,118.125,6.334963
-7.0,118.75,6.4606457
-7.0,119.375,6.557496
-6.5,105.0,3.9614704
-6.5,105.625,4.0222087
-6.5,106.25,3.9943304
-6.5,106.875,3.895374
-6.5,107.5,4.038556
-6.5,108.125,4.504298
-6.5,108.75,5.1699805
-6.5,110.625,5.596572
-6.5,111.25,5.7270956
-6.5,111.875,5.8713965
-6.5,115.625,6.0255876
-6.5,118.125,6.349731
-6.5,118.75,6.477684
-6.0,105.625,3.9138048
-6.0,106.25,4.078876
-6.0,106.875,4.3650584
-6.0,107.5,4.9516225
-6.0,108.125,5.480512
-6.0,110.0,5.6647058
-6.0,110.625,5.8811836
-6.0,112.5,6.255691
-5.5,106.25,4.067863
-5.5,106.875,4.649776
-5.5,114.375,5.999259
-5.0,114.375,5.6994534
-5.0,115.625,5.412246
-4.5,115.625,4.7624927
-4.5,116.25,4.6821012
