latitude,longitude,value
-11.0,121.25,5.4810133
-11.0,122.5,5.805369
-11.0,123.125,5.884254
-10.5,120.0,5.5786915
-10.5,120.625,5.4341
-10.5,121.25,5.3787403
-10.5,121.875,5.59519
-10.5,123.125,5.8493104
-10.5,123.75,5.744445
-10.5,124.375,4.8913918
-10.0,118.75,4.898041
-10.0,119.375,5.182894
-10.0,120.0,5.3047543
-10.0,120.625,5.3577247
-10.0,123.125,5.537893
-10.0,123.75,5.4619966
-10.0,124.375,4.0256653
-10.0,125.0,4.1826067
-9.5,118.75,4.3603497
-9.5,119.375,4.754298
-9.5,120.0,5.219442
-9.5,120.625,5.1495123
-9.5,123.75,4.83172
-9.5,124.375,3.9227927
-9.5,125.0,4.1242876
-9.5,125.625,3.7202635
-9.0,114.375,4.281458
-9.0,115.0,4.2553144
-9.0,115.625,4.084598
-9.0,116.25,4.095211
-9.0,116.875,3.5370853
-9.0,117.5,3.1980507
-9.0,118.125,3.6942549
-9.0,118.75,3.9829686
-9.0,119.375,4.3218017
-9.0,120.0,4.514901
-9.0,120.625,4.050324
-9.0,121.25,3.847692
-9.0,121.875,4.578121
-9.0,122.5,4.656708
-9.0,124.375,4.4440465
-9.0,125.0,4.3187065
-9.0,125.625,3.0212975
-9.0,126.25,3.6444137
-9.0,126.875,4.428073
-8.5,110.625,5.2145624
-8.5,111.25,5.097096
-8.5,111.875,4.7260914
-8.5,112.5,4.600094
-8.5,113.125,4.2965517
-8.5,113.75,4.0008807
-8.5,114.375,2.9999998
-8.5,115.0,3.181189
-8.5,115.625,3.414578
-8.5,116.25,3.2014532
-8.5,116.875,3.084731
-8.5,117.5,3.1539068
-8.5,118.125,3.7545693
-8.5,118.75,3.9615135
-8.5,119.375,3.8157816
-8.5,120.0,3.0775602
-8.5,120.625,2.8435333
-8.5,121.25,3.7959163
-8.5,121.875,4.5923257
-8.5,122.5,4.655874
-8.5,123.125,4.5301976
-8.5,123.75,4.2920895
-8.5,124.375,4.296454
-8.5,125.0,3.3804443
-8.5,125.625,3.5542185
-8.5,126.25,4.372055
-8.5,126.875,4.6264167
-8.5,127.5,4.4759154
-8.0,107.5,5.873055
-8.0,108.125,5.3132715
-8.0,108.75,5.0186634
-8.0,109.375,5.0834603
-8.0,110.0,4.6902246
-8.0,110.625,4.1175
-8.0,111.25,3.8895566
-8.0,111.875,3.5225725
-8.0,112.5,3.240393
-8.0,113.125,3.3880734
-8.0,113.75,3.2846785
-8.0,114.375,3.0135727
-8.0,115.0,3.240078
-8.0,115.625,3.6924183
-8.0,117.5,3.6090925
-8.0,118.125,3.7649057
-8.0,118.75,4.1182756
-8.0,119.375,3.8270867
-8.0,121.875,4.7506013
-8.0,122.5,4.6899214
-8.0,123.125,4.4638042
-8.0,123.75,4.305298
-8.0,124.375,3.8745456
-8.0,125.0,3.78683
-7.5,106.25,6.1054397
-7.5,106.875,5.7563095
-7.5,107.5,5.0522904
-7.5,108.125,3.9530816
-7.5,108.75,3.4925122
-7.5,109.375,3.6694298
-7.5,110.0,3.4062343
-7.5,110.625,3.317304
-7.5,111.25,3.2000632
-7.5,111.875,3.2201092
-7.5,112.5,3.216911
-7.5,113.125,3.6380112
-7.5,113.75,3.73175
-7.5,114.375,4.1877174
-7.5,115.625,3.898925
-7.5,116.875,4.02062
-7.5,117.5,4.059992
-7.5,118.125,4.280402
-7.0,105.0,6.0119233
-7.0,105.625,5.654054
-7.0,106.25,4.914894
-7.0,106.875,3.9541218
-7.0,107.5,3.4545667
-7.0,108.125,3.1217003
-7.0,108.75,3.25333
-7.0,109.375,3.0733798
-7.0,110.0,3.4184685
-7.0,110.625,3.638339
-7.0,111.25,3.5446649
-7.0,111.875,3.7481115
-7.0,112.5,4.035716
-7.0,113.125,4.27337
-7.0,113.75,4.3495994
-7.0,114.375,4.3413587
-7.0,115.0,4.2781854
-7.0,115.625,4.2511797
-7.0,116.25,4.140266
-7.0,118.125,4.518008
-7.0,118.75,4.496873
-7.0,119.375,4.4006214
-6.5,105.0,5.2816377
-6.5,105.625,4.471826
-6.5,106.25,3.5037158
-6.5,106.875,2.972739
-6.5,107.5,3.099234
-6.5,108.125,3.5837433
-6.5,108.75,3.823129
-6.5,110.625,3.75041
-6.5,111.25,3.8832552
-6.5,111.875,4.095213
-6.5,115.625,4.3344517
-6.5,118.125,4.631781
-6.5,118.75,4.6351643
-6.0,105.625,3.600751
-6.0,106.25,3.2658324
-6.0,106.875,3.256387
-6.0,107.5,3.4057882
-6.0,108.125,3.6336784
-6.0,110.0,3.5724876
-6.0,110.625,3.7487783
-6.0,112.5,4.302817
-5.5,106.25,3.2575798
-5.5,106.875,3.241594
-5.5,114.375,4.4437532
-5.0,114.375,4.438307
-5.0,115.625,4.363456
-4.5,115.625,4.2002974
-4.5,116.25,4.150944
