latitude,longitude,value
-11.0,121.25,5.4035053
-11.0,122.5,5.9168563
-11.0,123.125,6.187639
-10.5,120.0,6.1445756
-10.5,120.625,5.481857
-10.5,121.25,5.5565057
-10.5,121.875,6.109087
-10.5,123.125,7.1484256
-10.5,123.75,7.17626
-10.5,124.375,6.12903
-10.0,118.75,6.4165907
-10.0,119.375,6.6931486
-10.0,120.0,6.3019342
-10.0,120.625,5.7941575
-10.0,123.125,5.333086
-10.0,123.75,5.623507
-10.0,124.375,5.556825
-10.0,125.0,4.4979196
-9.5,118.75,5.329308
-9.5,119.375,5.505196
-9.5,120.0,6.448922
-9.5,120.625,6.396224
-9.5,123.75,3.8804262
-9.5,124.375,5.0506263
-9.5,125.0,5.387451
-9.5,125.625,5.071045
-9.0,114.375,6.0195847
-9.0,115.0,6.0864167
-9.0,115.625,5.9494743
-9.0,116.25,5.9207196
-9.0,116.875,4.718595
-9.0,117.5,3.9805205
-9.0,118.125,4.9563518
-9.0,118.75,4.93256
-9.0,119.375,4.952369
-9.0,120.0,5.847169
-9.0,120.625,4.4202595
-9.0,121.25,3.635964
-9.0,121.875,3.579382
-9.0,122.5,3.1415484
-9.0,124.375,5.0054493
-9.0,125.0,5.1678753
-9.0,125.625,4.229278
-9.0,126.25,4.5648165
-9.0,126.875,5.450352
-8.5,110.625,7.4911394
-8.5,111.25,7.1814713
-8.5,111.875,6.711371
-8.5,112.5,6.682065
-8.5,113.125,6.1513
-8.5,113.75,5.8723383
-8.5,114.375,4.017781
-8.5,115.0,4.6176662
-8.5,115.625,4.802607
-8.5,116.25,4.165633
-8.5,116.875,3.5346785
-8.5,117.5,3.9927497
-8.5,118.125,4.969868
-8.5,118.75,4.810855
-8.5,119.375,3.618222
-8.5,120.0,2.8471715
-8.5,120.625,2.9497206
-8.5,121.25,3.2521174
-8.5,121.875,3.0586963
-8.5,122.5,2.844338
-8.5,123.125,2.6479821
-8.5,123.75,3.0485754
-8.5,124.375,3.3638737
-8.5,125.0,3.7371142
-8.5,125.625,6.129268
-8.5,126.25,6.682616
-8.5,126.875,6.6825933
-8.5,127.5,6.5087795
-8.0,107.5,8.191115
-8.0,108.125,7.1985884
-8.0,108.75,7.2534204
-8.0,109.375,7.4908514
-8.0,110.0,6.475514
-8.0,110.625,6.165888
-8.0,111.25,6.2013235
-8.0,111.875,5.633321
-8.0,112.5,5.252294
-8.0,113.125,5.3565106
-8.0,113.75,5.4285574
-8.0,114.375,4.3040667
-8.0,115.0,4.610525
-8.0,115.625,4.882634
-8.0,117.5,4.0464535
-8.0,118.125,4.1305466
-8.0,118.75,4.1750827
-8.0,119.375,3.111762
-8.0,121.875,3.2509127
-8.0,122.5,3.1974795
-8.0,123.125,3.4458625
-8.0,123.75,3.7946477
-8.0,124.375,4.4805083
-8.0,125.0,5.87585
-7.5,106.25,8.957525
-7.5,106.875,7.9840693
-7.5,107.5,6.5617933
-7.5,108.125,5.515151
-7.5,108.75,5.4761534
-7.5,109.375,5.553219
-7.5,110.0,4.915709
-7.5,110.625,4.878477
-7.5,111.25,4.7615848
-7.5,111.875,4.62326
-7.5,112.5,4.687859
-7.5,113.125,5.629717
-7.5,113.75,5.396437
-7.5,114.375,5.843909
-7.5,115.625,4.502432
-7.5,116.875,4.200618
-7.5,117.5,4.3701286
-7.5,118.125,4.3142285
-7.0,105.0,8.728068
-7.0,105.625,8.209152
-7.0,106.25,6.501005
-7.0,106.875,4.5000515
-7.0,107.5,3.9925957
-7.0,108.125,4.750221
-7.0,108.75,5.1766663
-7.0,109.375,4.034677
-7.0,110.0,4.112522
-7.0,110.625,4.4843097
-7.0,111.25,4.3964705
-7.0,111.875,4.639801
-7.0,112.5,5.3114524
-7.0,113.125,5.977617
-7.0,113.75,5.8791113
-7.0,114.375,5.749775
-7.0,115.0,5.4366517
-7.0,115.625,4.9066925
-7.0,116.25,4.4741025
-7.0,118.125,4.7295046
-7.0,118.75,4.528699
-7.0,119.375,4.244017
-6.5,105.0,7.390322
-6.5,105.625,5.767724
-6.5,106.25,3.7698183
-6.5,106.875,3.1107635
-6.5,107.5,3.925187
-6.5,108.125,5.5246525
-6.5,108.75,5.7320485
-6.5,110.625,4.549966
-6.5,111.25,4.600879
-6.5,111.875,4.957106
-6.5,115.625,5.024678
-6.5,118.125,5.2879243
-6.5,118.75,5.236887
-6.0,105.625,4.027651
-6.0,106.25,3.4128475
-6.0,106.875,3.8299425
-6.0,107.5,4.6002445
-6.0,108.125,5.568382
-6.0,110.0,4.081172
-6.0,110.625,4.422008
-6.0,112.5,5.747007
-5.5,106.25,3.5886676
-5.5,106.875,4.0374103
-5.5,114.375,5.801621
-5.0,114.375,5.898823
-5.0,115.625,5.6675844
-4.5,115.625,5.4813194
-4.5,116.25,5.571034
