latitude,longitude,value
-11.0,121.25,4.791577
-11.0,122.5,4.9722953
-11.0,123.125,5.2137837
-10.5,120.0,4.74731
-10.5,120.625,4.7278194
-10.5,121.25,4.597245
-10.5,121.875,4.6932993
-10.5,123.125,5.000385
-10.5,123.75,5.151144
-10.5,124.375,5.301567
-10.0,118.75,4.416415
-10.0,119.375,4.654264
-10.0,120.0,4.648264
-10.0,120.625,4.723468
-10.0,123.125,4.755239
-10.0,123.75,4.624781
-10.0,124.375,4.272094
-10.0,125.0,3.9578114
-9.5,118.75,4.1675806
-9.5,119.375,4.356483
-9.5,120.0,4.639714
-9.5,120.625,4.6076064
-9.5,123.75,4.2776012
-9.5,124.375,3.7094743
-9.5,125.0,3.7508066
-9.5,125.625,4.7504125
-9.0,114.375,4.776512
-9.0,115.0,4.46974
-9.0,115.625,4.1240745
-9.0,116.25,3.9983873
-9.0,116.875,3.4926033
-9.0,117.5,3.157199
-9.0,118.125,3.4452846
-9.0,118.75,3.726207
-9.0,119.375,3.8796737
-9.0,120.0,3.9716027
-9.0,120.625,3.6487453
-9.0,121.25,3.304062
-9.0,121.875,3.7736847
-9.0,122.5,3.9821405
-9.0,124.375,4.462481
-9.0,125.0,4.0615697
-9.0,125.625,3.4438858
-9.0,126.25,3.3607082
-9.0,126.875,4.2383733
-8.5,110.625,5.7721753
-8.5,111.25,5.7140317
-8.5,111.875,5.177409
-8.5,112.5,5.071658
-8.5,113.125,4.783117
-8.5,113.75,4.3362494
-8.5,114.375,3.270308
-8.5,115.0,3.1516664
-8.5,115.625,3.4474778
-8.5,116.25,3.1650863
-8.5,116.875,3.1210394
-8.5,117.5,2.8844573
-8.5,118.125,3.3845754
-8.5,118.75,3.6010408
-8.5,119.375,3.6984482
-8.5,120.0,3.323848
-8.5,120.625,2.8138561
-8.5,121.25,3.220386
-8.5,121.875,3.8047795
-8.5,122.5,3.9395003
-8.5,123.125,4.051452
-8.5,123.75,4.0452538
-8.5,124.375,4.041537
-8.5,125.0,4.102927
-8.5,125.625,3.833845
-8.5,126.25,4.236524
-8.5,126.875,4.629331
-8.5,127.5,4.4502115
-8.0,107.5,5.611517
-8.0,108.125,5.414537
-8.0,108.75,5.202407
-8.0,109.375,5.4295616
-8.0,110.0,5.242813
-8.0,110.625,4.8376613
-8.0,111.25,4.558386
-8.0,111.875,4.2164087
-8.0,112.5,3.6730368
-8.0,113.125,3.7692406
-8.0,113.75,3.2174168
-8.0,114.375,3.2882862
-8.0,115.0,3.3552969
-8.0,115.625,3.8887796
-8.0,117.5,3.5765994
-8.0,118.125,3.6751108
-8.0,118.75,3.9951832
-8.0,119.375,4.2097015
-8.0,121.875,4.6329465
-8.0,122.5,4.631136
-8.0,123.125,4.551298
-8.0,123.75,4.562793
-8.0,124.375,4.3925233
-8.0,125.0,4.6220403
-7.5,106.25,5.399468
-7.5,106.875,5.3954067
-7.5,107.5,5.3064504
-7.5,108.125,4.246119
-7.5,108.75,3.6014788
-7.5,109.375,3.963794
-7.5,110.0,3.9778411
-7.5,110.625,3.9090662
-7.5,111.25,3.739921
-7.5,111.875,3.813322
-7.5,112.5,3.5516198
-7.5,113.125,4.0136495
-7.5,113.75,3.963703
-7.5,114.375,4.459733
-7.5,115.625,4.278538
-7.5,116.875,4.159816
-7.5,117.5,4.0424056
-7.5,118.125,4.102593
-7.0,105.0,5.8687057
-7.0,105.625,5.6100454
-7.0,106.25,5.0842505
-7.0,106.875,4.5488076
-7.0,107.5,4.1515393
-7.0,108.125,3.2462225
-7.0,108.75,3.6654463
-7.0,109.375,3.9905405
-7.0,110.0,4.227773
-7.0,110.625,4.145678
-7.0,111.25,4.0653453
-7.0,111.875,4.2009363
-7.0,112.5,4.3611617
-7.0,113.125,4.4397545
-7.0,113.75,4.324048
-7.0,114.375,4.4093943
-7.0,115.0,4.3835764
-7.0,115.625,4.362518
-7.0,116.25,4.3106813
-7.0,118.125,4.2550735
-7.0,118.75,4.3172803
-7.0,119.375,4.4747844
-6.5,105.0,5.897281
-6.5,105.625,5.3926516
-6.5,106.25,4.661244
-6.5,106.875,4.190534
-6.5,107.5,3.8959618
-6.5,108.125,4.0214677
-6.5,108.75,4.6925707
-6.5,110.625,4.713348
-6.5,111.25,4.722125
-6.5,111.875,4.723388
-6.5,115.625,4.362087
-6.5,118.125,4.332409
-6.5,118.75,4.4425697
-6.0,105.625,4.932974
-6.0,106.25,4.6899123
-6.0,106.875,4.551698
-6.0,107.5,4.525584
-6.0,108.125,4.459142
-6.0,110.0,4.6051154
-6.0,110.625,4.6840053
-6.0,112.5,4.644429
-5.5,106.25,4.686359
-5.5,106.875,4.8165064
-5.5,114.375,4.3553734
-5.0,114.375,4.416311
-5.0,115.625,4.382596
-4.5,115.625,4.3602295
-4.5,116.25,4.3302884
