latitude,longitude,value
-11.0,121.25,4.0075355
-11.0,122.5,4.1867065
-11.0,123.125,4.4274216
-10.5,120.0,4.0601826
-10.5,120.625,3.9821167
-10.5,121.25,3.839377
-10.5,121.875,3.9551241
-10.5,123.125,4.3555794
-10.5,123.75,4.6799197
-10.5,124.375,4.845629
-10.0,118.75,3.4468324
-10.0,119.375,3.582951
-10.0,120.0,3.711865
-10.0,120.625,3.7988474
-10.0,123.125,3.7945616
-10.0,123.75,3.9873838
-10.0,124.375,3.7819705
-10.0,125.0,3.531364
-9.5,118.75,3.1387768
-9.5,119.375,3.2275164
-9.5,120.0,3.5285702
-9.5,120.625,3.717863
-9.5,123.75,3.3243961
-9.5,124.375,3.0338411
-9.5,125.0,3.2766683
-9.5,125.625,4.2137146
-9.0,114.375,3.7308447
-9.0,115.0,3.550547
-9.0,115.625,3.3027453
-9.0,116.25,3.3114665
-9.0,116.875,2.8578238
-9.0,117.5,2.534375
-9.0,118.125,2.6902478
-9.0,118.75,2.7354734
-9.0,119.375,2.8852696
-9.0,120.0,3.1046133
-9.0,120.625,3.0389752
-9.0,121.25,2.4657485
-9.0,121.875,2.6468966
-9.0,122.5,2.7954767
-9.0,124.375,3.5347571
-9.0,125.0,3.5002987
-9.0,125.625,2.7741745
-9.0,126.25,2.8535457
-9.0,126.875,3.9009197
-8.5,110.625,4.1816115
-8.5,111.25,4.015578
-8.5,111.875,3.8546135
-8.5,112.5,3.9359696
-8.5,113.125,3.7549431
-8.5,113.75,3.2541683
-8.5,114.375,2.513903
-8.5,115.0,2.4024239
-8.5,115.625,2.5173554
-8.5,116.25,2.4271805
-8.5,116.875,2.5166378
-8.5,117.5,2.2702427
-8.5,118.125,2.5552747
-8.5,118.75,2.5660286
-8.5,119.375,2.7185836
-8.5,120.0,2.6355417
-8.5,120.625,2.2426877
-8.5,121.25,2.4809856
-8.5,121.875,2.7818031
-8.5,122.5,2.8839302
-8.5,123.125,3.0636282
-8.5,123.75,3.1380386
-8.5,124.375,3.1823156
-8.5,125.0,3.2904346
-8.5,125.625,3.209052
-8.5,126.25,3.6744385
-8.5,126.875,4.313984
-8.5,127.5,4.479555
-8.0,107.5,5.4263015
-8.0,108.125,4.831829
-8.0,108.75,4.4161744
-8.0,109.375,4.2716184
-8.0,110.0,3.982382
-8.0,110.625,3.5755563
-8.0,111.25,3.276537
-8.0,111.875,3.128239
-8.0,112.5,2.8366797
-8.0,113.125,2.7070892
-8.0,113.75,2.4482079
-8.0,114.375,2.3329568
-8.0,115.0,2.4367323
-8.0,115.625,2.5456114
-8.0,117.5,2.96323
-8.0,118.125,2.901544
-8.0,118.75,3.0310254
-8.0,119.375,3.1052573
-8.0,121.875,3.604735
-8.0,122.5,3.5843413
-8.0,123.125,3.5502229
-8.0,123.75,3.7070842
-8.0,124.375,3.764264
-8.0,125.0,3.7687545
-7.5,106.25,5.1610765
-7.5,106.875,5.1913185
-7.5,107.5,4.8442492
-7.5,108.125,3.7124012
-7.5,108.75,2.9350722
-7.5,109.375,2.9335673
-7.5,110.0,2.9664907
-7.5,110.625,3.0284746
-7.5,111.25,2.9440277
-7.5,111.875,3.0046763
-7.5,112.5,2.863336
-7.5,113.125,2.9450881
-7.5,113.75,3.138391
-7.5,114.375,3.165564
-7.5,115.625,2.7047186
-7.5,116.875,3.132672
-7.5,117.5,3.1749327
-7.5,118.125,3.2776494
-7.0,105.0,4.9686084
-7.0,105.625,4.686218
-7.0,106.25,4.27224
-7.0,106.875,3.8139524
-7.0,107.5,3.4252827
-7.0,108.125,2.7060921
-7.0,108.75,2.5709677
-7.0,109.375,2.8619707
-7.0,110.0,3.2247918
-7.0,110.625,3.1801767
-7.0,111.25,3.215614
-7.0,111.875,3.3990211
-7.0,112.5,3.4797032
-7.0,113.125,3.4874263
-7.0,113.75,3.4290211
-7.0,114.375,3.2469153
-7.0,115.0,3.0489204
-7.0,115.625,2.957629
-7.0,116.25,3.0135343
-7.0,118.125,3.2722647
-7.0,118.75,3.364957
-7.0,119.375,3.5582602
-6.5,105.0,4.74662
-6.5,105.625,4.1994457
-6.5,106.25,3.6201694
-6.5,106.875,3.3349817
-6.5,107.5,3.4830115
-6.5,108.125,3.4157927
-6.5,108.75,3.4492152
-6.5,110.625,3.543295
-6.5,111.25,3.5313487
-6.5,111.875,3.5768309
-6.5,115.625,3.0310369
-6.5,118.125,3.2253103
-6.5,118.75,3.368613
-6.0,105.625,3.7033124
-6.0,106.25,3.498444
-6.0,106.875,3.5827556
-6.0,107.5,3.7983065
-6.0,108.125,3.9137802
-6.0,110.0,3.5446074
-6.0,110.625,3.5006564
-6.0,112.5,3.3250797
-5.5,106.25,3.3056016
-5.5,106.875,3.7012894
-5.5,114.375,2.8380973
-5.0,114.375,2.7987008
-5.0,115.625,2.6827755
-4.5,115.625,2.664232
-4.5,116.25,2.4693308
