latitude,longitude,value
-11.0,121.25,4.2789545
-11.0,122.5,4.383401
-11.0,123.125,4.631431
-10.5,120.0,4.8769326
-10.5,120.625,4.3638797
-10.5,121.25,4.1649137
-10.5,121.875,4.2669435
-10.5,123.125,4.7046494
-10.5,123.75,4.9552927
-10.5,124.375,4.49561
-10.0,118.75,4.3528886
-10.0,119.375,4.4154363
-10.0,120.0,4.626224
-10.0,120.625,4.2684946
-10.0,123.125,3.7805674
-10.0,123.75,4.064128
-10.0,124.375,3.8075426
-10.0,125.0,3.4651253
-9.5,118.75,3.529819
-9.5,119.375,3.9002113
-9.5,120.0,4.357826
-9.5,120.625,4.286595
-9.5,123.75,2.8731644
-9.5,124.375,3.2869747
-9.5,125.0,3.675412
-9.5,125.625,3.9511669
-9.0,114.375,4.9353576
-9.0,115.0,4.677368
-9.0,115.625,4.257469
-9.0,116.25,4.002229
-9.0,116.875,3.2804575
-9.0,117.5,2.9610791
-9.0,118.125,3.306611
-9.0,118.75,3.1685228
-9.0,119.375,3.4760418
-9.0,120.0,3.5944676
-9.0,120.625,3.1727931
-9.0,121.25,2.5943336
-9.0,121.875,2.60153
-9.0,122.5,2.3750768
-9.0,124.375,3.486519
-9.0,125.0,3.5300086
-9.0,125.625,2.806212
-9.0,126.25,3.26452
-9.0,126.875,3.9667857
-8.5,110.625,5.3621826
-8.5,111.25,5.1188226
-8.5,111.875,4.839654
-8.5,112.5,4.865392
-8.5,113.125,4.4911194
-8.5,113.75,4.1525326
-8.5,114.375,2.92775
-8.5,115.0,3.0177398
-8.5,115.625,2.9239542
-8.5,116.25,2.6291301
-8.5,116.875,2.6682358
-8.5,117.5,2.6448684
-8.5,118.125,3.0377946
-8.5,118.75,2.9683242
-8.5,119.375,2.5528958
-8.5,120.0,2.0527263
-8.5,120.625,2.0469859
-8.5,121.25,2.4617763
-8.5,121.875,2.5718415
-8.5,122.5,2.4660258
-8.5,123.125,2.3015597
-8.5,123.75,2.3767622
-8.5,124.375,2.5151427
-8.5,125.0,2.5651197
-8.5,125.625,3.638602
-8.5,126.25,4.0883837
-8.5,126.875,4.3652487
-8.5,127.5,4.3179073
-8.0,107.5,5.079304
-8.0,108.125,4.751179
-8.0,108.75,4.6611686
-8.0,109.375,4.904391
-8.0,110.0,4.748972
-8.0,110.625,3.978692
-8.0,111.25,3.552434
-8.0,111.875,3.1348403
-8.0,112.5,3.0176976
-8.0,113.125,2.9996152
-8.0,113.75,3.0441353
-8.0,114.375,2.7824736
-8.0,115.0,3.004872
-8.0,115.625,2.932624
-8.0,117.5,2.9277565
-8.0,118.125,2.9043174
-8.0,118.75,2.998195
-8.0,119.375,2.2800903
-8.0,121.875,2.532712
-8.0,122.5,2.4778087
-8.0,123.125,2.4850216
-8.0,123.75,2.564214
-8.0,124.375,2.7926314
-8.0,125.0,3.524401
-7.5,106.25,4.6699724
-7.5,106.875,4.5102654
-7.5,107.5,4.3064938
-7.5,108.125,3.5046844
-7.5,108.75,3.0510905
-7.5,109.375,3.011316
-7.5,110.0,3.0675986
-7.5,110.625,3.00642
-7.5,111.25,2.8613079
-7.5,111.875,2.758048
-7.5,112.5,2.9309063
-7.5,113.125,3.290558
-7.5,113.75,3.5947185
-7.5,114.375,3.6641312
-7.5,115.625,3.1109939
-7.5,116.875,3.175202
-7.5,117.5,3.0871432
-7.5,118.125,3.0423377
-7.0,105.0,4.226468
-7.0,105.625,4.05524
-7.0,106.25,3.7943573
-7.0,106.875,3.23571
-7.0,107.5,2.8596673
-7.0,108.125,2.5035002
-7.0,108.75,2.6172063
-7.0,109.375,2.8837583
-7.0,110.0,3.3205135
-7.0,110.625,3.2626276
-7.0,111.25,3.1844833
-7.0,111.875,3.340799
-7.0,112.5,3.5570364
-7.0,113.125,3.5896707
-7.0,113.75,3.645212
-7.0,114.375,3.5097291
-7.0,115.0,3.3197143
-7.0,115.625,3.239207
-7.0,116.25,3.2376246
-7.0,118.125,3.0641305
-7.0,118.75,2.8790529
-7.0,119.375,2.7759855
-6.5,105.0,3.9314837
-6.5,105.625,3.5658436
-6.5,106.25,3.1404955
-6.5,106.875,2.9372263
-6.5,107.5,3.2506478
-6.5,108.125,3.2067192
-6.5,108.75,3.126544
-6.5,110.625,3.5510771
-6.5,111.25,3.3937626
-6.5,111.875,3.4793687
-6.5,115.625,3.2826595
-6.5,118.125,3.1735387
-6.5,118.75,3.0775316
-6.0,105.625,3.3848612
-6.0,106.25,3.2332125
-6.0,106.875,3.3055923
-6.0,107.5,3.4453826
-6.0,108.125,3.2745082
-6.0,110.0,3.4193628
-6.0,110.625,3.416263
-6.0,112.5,3.281996
-5.5,106.25,3.1121404
-5.5,106.875,3.1396961
-5.5,114.375,3.1827917
-5.0,114.375,3.1916418
-5.0,115.625,3.1702147
-4.5,115.625,3.154645
-4.5,116.25,3.2111254
