latitude,longitude,value
-11.0,121.25,7.6924734
-11.0,122.5,7.957491
-11.0,123.125,8.086279
-10.5,120.0,8.124994
-10.5,120.625,7.4774566
-10.5,121.25,7.4625654
-10.5,121.875,7.775157
-10.5,123.125,8.677566
-10.5,123.75,8.382718
-10.5,124.375,7.552243
-10.0,118.75,8.142205
-10.0,119.375,7.9063606
-10.0,120.0,7.6786513
-10.0,120.625,7.2992544
-10.0,123.125,7.598304
-10.0,123.75,6.8635206
-10.0,124.375,6.084379
-10.0,125.0,5.752224
-9.5,118.75,6.7610927
-9.5,119.375,7.203717
-9.5,120.0,7.742971
-9.5,120.625,7.5796285
-9.5,123.75,4.4318357
-9.5,124.375,5.334695
-9.5,125.0,6.2710776
-9.5,125.625,6.5881076
-9.0,114.375,7.148
-9.0,115.0,7.24861
-9.0,115.625,6.794595
-9.0,116.25,6.2511563
-9.0,116.875,4.778579
-9.0,117.5,4.176396
-9.0,118.125,5.6497326
-9.0,118.75,6.0011215
-9.0,119.375,6.8034644
-9.0,120.0,6.9070187
-9.0,120.625,5.3194766
-9.0,121.25,4.673919
-9.0,121.875,4.918359
-9.0,122.5,4.2794127
-9.0,124.375,6.8542504
-9.0,125.0,6.617126
-9.0,125.625,4.536411
-9.0,126.25,5.3747597
-9.0,126.875,7.1371646
-8.5,110.625,8.321239
-8.5,111.25,7.983647
-8.5,111.875,7.3321605
-8.5,112.5,7.306006
-8.5,113.125,6.7723017
-8.5,113.75,6.254378
-8.5,114.375,4.015369
-8.5,115.0,4.582751
-8.5,115.625,4.647203
-8.5,116.25,3.9734938
-8.5,116.875,3.5837824
-8.5,117.5,3.9928625
-8.5,118.125,5.183814
-8.5,118.75,5.4425507
-8.5,119.375,4.7609215
-8.5,120.0,3.0376914
-8.5,120.625,3.072167
-8.5,121.25,4.255161
-8.5,121.875,4.614085
-8.5,122.5,4.2407093
-8.5,123.125,3.9702802
-8.5,123.75,4.611703
-8.5,124.375,5.058024
-8.5,125.0,3.7994347
-8.5,125.625,6.4318933
-8.5,126.25,7.4750066
-8.5,126.875,8.195951
-8.5,127.5,8.318559
-8.0,107.5,8.943982
-8.0,108.125,8.227686
-8.0,108.75,8.162288
-8.0,109.375,8.032177
-8.0,110.0,6.908513
-8.0,110.625,6.0950646
-8.0,111.25,5.8502665
-8.0,111.875,4.9105325
-8.0,112.5,4.4954376
-8.0,113.125,4.526637
-8.0,113.75,4.4722815
-8.0,114.375,3.7049928
-8.0,115.0,4.2009387
-8.0,115.625,4.6768837
-8.0,117.5,4.357904
-8.0,118.125,4.688237
-8.0,118.75,5.1210384
-8.0,119.375,3.7265923
-8.0,121.875,4.5788956
-8.0,122.5,4.312631
-8.0,123.125,4.5347285
-8.0,123.75,4.9334645
-8.0,124.375,5.2472897
-8.0,125.0,6.885861
-7.5,106.25,8.16614
-7.5,106.875,7.5215936
-7.5,107.5,6.50767
-7.5,108.125,5.502902
-7.5,108.75,4.967303
-7.5,109.375,4.5544014
-7.5,110.0,4.209078
-7.5,110.625,4.1195464
-7.5,111.25,4.1181974
-7.5,111.875,3.8921177
-7.5,112.5,3.8296907
-7.5,113.125,4.497381
-7.5,113.75,4.5523715
-7.5,114.375,5.5750966
-7.5,115.625,4.9778395
-7.5,116.875,5.016401
-7.5,117.5,4.9040008
-7.5,118.125,5.3283224
-7.0,105.0,6.890781
-7.0,105.625,6.1507363
-7.0,106.25,5.0876718
-7.0,106.875,3.7045002
-7.0,107.5,3.4210532
-7.0,108.125,3.6549222
-7.0,108.75,3.5980136
-7.0,109.375,2.8958015
-7.0,110.0,3.9495125
-7.0,110.625,4.2182136
-7.0,111.25,4.1571574
-7.0,111.875,4.423478
-7.0,112.5,4.9236894
-7.0,113.125,5.412984
-7.0,113.75,5.586905
-7.0,114.375,5.8046355
-7.0,115.0,5.7788844
-7.0,115.625,5.5804806
-7.0,116.25,5.485777
-7.0,118.125,5.6630764
-7.0,118.75,5.327129
-7.0,119.375,5.1775284
-6.5,105.0,5.1489725
-6.5,105.625,3.8598323
-6.5,106.25,3.0926409
-6.5,106.875,3.1698215
-6.5,107.5,3.881792
-6.5,108.125,4.586453
-6.5,108.75,4.556017
-6.5,110.625,4.9174595
-6.5,111.25,5.063676
-6.5,111.875,5.3734217
-6.5,115.625,5.9164276
-6.5,118.125,6.0675173
-6.5,118.75,5.971792
-6.0,105.625,3.3334258
-6.0,106.25,3.5569243
-6.0,106.875,4.264642
-6.0,107.5,4.9407735
-6.0,108.125,5.2455955
-6.0,110.0,5.5819745
-6.0,110.625,5.7374377
-6.0,112.5,6.1724052
-5.5,106.25,4.056031
-5.5,106.875,4.6856112
-5.5,114.375,6.4188046
-5.0,114.375,6.4565363
-5.0,115.625,6.3279786
-4.5,115.625,6.0705357
-4.5,116.25,6.255194
