latitude,longitude,value
-11.0,121.25,3.863621
-11.0,122.5,3.9217894
-11.0,123.125,4.1199613
-10.5,120.0,3.9750898
-10.5,120.625,3.8243563
-10.5,121.25,3.6645558
-10.5,121.875,3.7306623
-10.5,123.125,4.0109296
-10.5,123.75,4.171995
-10.5,124.375,4.202022
-10.0,118.75,3.4671056
-10.0,119.375,3.5713644
-10.0,120.0,3.804866
-10.0,120.625,3.6264045
-10.0,123.125,3.2021043
-10.0,123.75,3.5393066
-10.0,124.375,3.374928
-10.0,125.0,3.1385307
-9.5,118.75,2.956185
-9.5,119.375,3.2864578
-9.5,120.0,3.5876646
-9.5,120.625,3.418608
-9.5,123.75,2.808596
-9.5,124.375,2.8426075
-9.5,125.0,3.0687094
-9.5,125.625,3.607758
-9.0,114.375,3.7966874
-9.0,115.0,3.5387454
-9.0,115.625,3.1013958
-9.0,116.25,3.047783
-9.0,116.875,2.6407113
-9.0,117.5,2.4703643
-9.0,118.125,2.59954
-9.0,118.75,2.623108
-9.0,119.375,2.768059
-9.0,120.0,3.0022027
-9.0,120.625,2.7642338
-9.0,121.25,2.3194687
-9.0,121.875,2.3728766
-9.0,122.5,2.287762
-9.0,124.375,3.1096497
-9.0,125.0,2.978318
-9.0,125.625,2.4153059
-9.0,126.25,2.5821795
-9.0,126.875,3.2530317
-8.5,110.625,4.4763274
-8.5,111.25,4.3177967
-8.5,111.875,4.057627
-8.5,112.5,4.1035514
-8.5,113.125,3.8161392
-8.5,113.75,3.3496451
-8.5,114.375,2.4789271
-8.5,115.0,2.4286346
-8.5,115.625,2.4966927
-8.5,116.25,2.3810084
-8.5,116.875,2.4681315
-8.5,117.5,2.3193343
-8.5,118.125,2.5671117
-8.5,118.75,2.5226824
-8.5,119.375,2.3872168
-8.5,120.0,2.2904654
-8.5,120.625,2.0747302
-8.5,121.25,2.2309513
-8.5,121.875,2.40614
-8.5,122.5,2.3402905
-8.5,123.125,2.2992842
-8.5,123.75,2.3579152
-8.5,124.375,2.4322786
-8.5,125.0,2.5968554
-8.5,125.625,2.968871
-8.5,126.25,3.2988524
-8.5,126.875,3.5873299
-8.5,127.5,3.6192732
-8.0,107.5,4.559792
-8.0,108.125,4.430752
-8.0,108.75,4.1628447
-8.0,109.375,4.3205023
-8.0,110.0,4.158402
-8.0,110.625,3.71385
-8.0,111.25,3.431764
-8.0,111.875,3.1527705
-8.0,112.5,2.9344556
-8.0,113.125,2.863777
-8.0,113.75,2.6240458
-8.0,114.375,2.5617068
-8.0,115.0,2.942982
-8.0,115.625,2.970387
-8.0,117.5,2.8926697
-8.0,118.125,2.7535055
-8.0,118.75,2.7781036
-8.0,119.375,2.6737604
-8.0,121.875,2.8715692
-8.0,122.5,2.7160406
-8.0,123.125,2.625587
-8.0,123.75,2.6466112
-8.0,124.375,2.6493528
-8.0,125.0,2.9825127
-7.5,106.25,4.0665383
-7.5,106.875,4.174344
-7.5,107.5,4.3030486
-7.5,108.125,3.7365344
-7.5,108.75,3.102088
-7.5,109.375,2.9940643
-7.5,110.0,3.1384866
-7.5,110.625,3.129527
-7.5,111.25,3.0331683
-7.5,111.875,2.9713893
-7.5,112.5,2.9102283
-7.5,113.125,3.1821613
-7.5,113.75,3.374588
-7.5,114.375,3.4890118
-7.5,115.625,3.1801245
-7.5,116.875,3.081815
-7.5,117.5,3.035717
-7.5,118.125,2.989534
-7.0,105.0,4.0877504
-7.0,105.625,3.8116581
-7.0,106.25,3.5629375
-7.0,106.875,3.4052176
-7.0,107.5,3.3650973
-7.0,108.125,2.7056816
-7.0,108.75,2.7332442
-7.0,109.375,3.0250862
-7.0,110.0,3.4039629
-7.0,110.625,3.1667838
-7.0,111.25,3.0799778
-7.0,111.875,3.2436101
-7.0,112.5,3.3000104
-7.0,113.125,3.4766881
-7.0,113.75,3.4934933
-7.0,114.375,3.317868
-7.0,115.0,3.1508248
-7.0,115.625,3.1072755
-7.0,116.25,3.0172434
-7.0,118.125,2.9596956
-7.0,118.75,2.9146671
-7.0,119.375,2.9203167
-6.5,105.0,4.0033655
-6.5,105.625,3.542542
-6.5,106.25,3.2470212
-6.5,106.875,3.1542788
-6.5,107.5,3.2123692
-6.5,108.125,3.2099476
-6.5,108.75,3.1941078
-6.5,110.625,3.378551
-6.5,111.25,3.2040596
-6.5,111.875,3.250458
-6.5,115.625,3.0688782
-6.5,118.125,2.90647
-6.5,118.75,2.9217582
-6.0,105.625,3.3513167
-6.0,106.25,3.276333
-6.0,106.875,3.2292159
-6.0,107.5,3.3014557
-6.0,108.125,3.436786
-6.0,110.0,3.2045293
-6.0,110.625,3.2399366
-6.0,112.5,3.1616125
-5.5,106.25,3.1782632
-5.5,106.875,3.2711492
-5.5,114.375,3.2456155
-5.0,114.375,3.2807004
-5.0,115.625,3.3981159
-4.5,115.625,3.4959273
-4.5,116.25,3.4527717
