bps_kota_nama,bps_kecamatan_nama,bps_kecamatan_kode,latitude,longitude,date,humidity,humidity_q1,humidity_q2,humidity_flag,precipitation,precipitation_q1,precipitation_q2,precipitation_flag,return,period
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230813,93.744685,71.25,76,extreme,143.522836,0,0.344399,extreme,7,aug_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230820,93.915161,71.25,76,extreme,148.544508,0,0.344399,extreme,8,aug_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230827,94.062102,71.25,76,extreme,153.082295,0,0.344399,extreme,9,aug_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230903,94.190881,66.125,74,extreme,157.229589,0.060654,3.61266,extreme,10,sep_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230910,94.305252,66.125,74,extreme,161.05446,0.060654,3.61266,extreme,11,sep_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230917,94.407935,66.125,74,extreme,164.608153,0.060654,3.61266,extreme,12,sep_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20230924,94.50096,66.125,74,extreme,167.930276,0.060654,3.61266,extreme,13,sep_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231001,94.58588,76.5,82.5,extreme,171.052117,1.074349,12.287035,extreme,14,oct_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231008,94.663911,76.5,82.5,extreme,173.998851,1.074349,12.287035,extreme,15,oct_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231015,94.736018,76.5,82.5,extreme,176.791054,1.074349,12.287035,extreme,16,oct_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231022,94.802981,76.5,82.5,extreme,179.445776,1.074349,12.287035,extreme,17,oct_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231029,94.865439,76.5,82.5,extreme,181.97731,1.074349,12.287035,extreme,18,oct_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231105,94.923921,77.625,85.25,extreme,184.397765,1.98865,10.720288,extreme,19,nov_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231112,94.978871,77.625,85.25,extreme,186.717498,1.98865,10.720288,extreme,20,nov_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231119,95.030664,77.625,85.25,extreme,188.945438,1.98865,10.720288,extreme,21,nov_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231126,95.079619,77.625,85.25,extreme,191.089342,1.98865,10.720288,extreme,22,nov_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231203,95.12601,80.5,81.5,extreme,193.155992,1.07608,14.517489,extreme,23,dec_2023
KABUPATEN INDRAMAYU,KARANGAMPEL,3212100,-6.45632,108.44969,20231210,95.170075,80.5,81.5,extreme,195.151358,1.07608,14.517489,extreme,24,dec_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230702,90.715134,70,75,extreme,83.186673,0,2.84319,extreme,1,jul_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230709,91.922845,70,75,extreme,102.174058,0,2.84319,extreme,2,jul_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230716,92.559448,70,75,extreme,114.489968,0,2.84319,extreme,3,jul_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230723,92.982848,70,75,extreme,123.82393,0,2.84319,extreme,4,jul_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230730,93.296081,71.25,76,extreme,131.426196,0,0.344399,extreme,5,aug_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230806,93.542609,71.25,76,extreme,137.8838,0,0.344399,extreme,6,aug_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230813,93.744685,71.25,76,extreme,143.522836,0,0.344399,extreme,7,aug_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230820,93.915161,71.25,76,extreme,148.544508,0,0.344399,extreme,8,aug_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230827,94.062102,71.25,76,extreme,153.082295,0,0.344399,extreme,9,aug_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230903,94.190881,66.125,74,extreme,157.229589,0.060654,3.61266,extreme,10,sep_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230910,94.305252,66.125,74,extreme,161.05446,0.060654,3.61266,extreme,11,sep_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230917,94.407935,66.125,74,extreme,164.608153,0.060654,3.61266,extreme,12,sep_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20230924,94.50096,66.125,74,extreme,167.930276,0.060654,3.61266,extreme,13,sep_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231001,94.58588,76.5,82.5,extreme,171.052117,1.074349,12.287035,extreme,14,oct_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231008,94.663911,76.5,82.5,extreme,173.998851,1.074349,12.287035,extreme,15,oct_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231015,94.736018,76.5,82.5,extreme,176.791054,1.074349,12.287035,extreme,16,oct_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231022,94.802981,76.5,82.5,extreme,179.445776,1.074349,12.287035,extreme,17,oct_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231029,94.865439,76.5,82.5,extreme,181.97731,1.074349,12.287035,extreme,18,oct_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231105,94.923921,77.625,85.25,extreme,184.397765,1.98865,10.720288,extreme,19,nov_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231112,94.978871,77.625,85.25,extreme,186.717498,1.98865,10.720288,extreme,20,nov_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231119,95.030664,77.625,85.25,extreme,188.945438,1.98865,10.720288,extreme,21,nov_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231126,95.079619,77.625,85.25,extreme,191.089342,1.98865,10.720288,extreme,22,nov_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231203,95.12601,80.5,81.5,extreme,193.155992,1.07608,14.517489,extreme,23,dec_2023
KABUPATEN INDRAMAYU,KEDOKAN BUNDER,3212101,-6.49497,108.40039,20231210,95.170075,80.5,81.5,extreme,195.151358,1.07608,14.517489,extreme,24,dec_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230702,90.715134,70,75,extreme,87.748422,0,3.413339,extreme,1,jul_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230709,91.922845,70,75,extreme,106.65528,0,3.413339,extreme,2,jul_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230716,92.559448,70,75,extreme,118.765403,0,3.413339,extreme,3,jul_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230723,92.982848,70,75,extreme,127.870522,0,3.413339,extreme,4,jul_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230730,93.296081,71.25,76,extreme,135.242927,0,0.220997,extreme,5,aug_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230806,93.542609,71.25,76,extreme,141.476118,0,0.220997,extreme,6,aug_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230813,93.744685,71.25,76,extreme,146.898144,0,0.220997,extreme,7,aug_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230820,93.915161,71.25,76,extreme,151.710599,0,0.220997,extreme,8,aug_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230827,94.062102,71.25,76,extreme,156.046765,0,0.220997,extreme,9,aug_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230903,94.190881,66.125,74,extreme,159.999622,0.023388,3.993117,extreme,10,sep_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230910,94.305252,66.125,74,extreme,163.636761,0.023388,3.993117,extreme,11,sep_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230917,94.407935,66.125,74,extreme,167.008948,0.023388,3.993117,extreme,12,sep_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20230924,94.50096,66.125,74,extreme,170.155336,0.023388,3.993117,extreme,13,sep_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231001,94.58588,76.5,82.5,extreme,173.106795,0.744128,10.681667,extreme,14,oct_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231008,94.663911,76.5,82.5,extreme,175.88812,0.744128,10.681667,extreme,15,oct_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231015,94.736018,76.5,82.5,extreme,178.519541,0.744128,10.681667,extreme,16,oct_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231022,94.802981,76.5,82.5,extreme,181.017795,0.744128,10.681667,extreme,17,oct_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231029,94.865439,76.5,82.5,extreme,183.396895,0.744128,10.681667,extreme,18,oct_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231105,94.923921,77.625,85.25,extreme,185.668695,2.327763,11.833778,extreme,19,nov_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231112,94.978871,77.625,85.25,extreme,187.843321,2.327763,11.833778,extreme,20,nov_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231119,95.030664,77.625,85.25,extreme,189.929491,2.327763,11.833778,extreme,21,nov_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231126,95.079619,77.625,85.25,extreme,191.934771,2.327763,11.833778,extreme,22,nov_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231203,95.12601,80.5,81.5,extreme,193.865771,1.975875,10.931669,extreme,23,dec_2023
KABUPATEN INDRAMAYU,KERTASEMAYA,3212080,-6.52747,108.35184,20231210,95.170075,80.5,81.5,extreme,195.7283,1.975875,10.931669,extreme,24,dec_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230702,90.715134,70,75,extreme,83.186673,0,2.84319,extreme,1,jul_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230709,91.922845,70,75,extreme,102.174058,0,2.84319,extreme,2,jul_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230716,92.559448,70,75,extreme,114.489968,0,2.84319,extreme,3,jul_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230723,92.982848,70,75,extreme,123.82393,0,2.84319,extreme,4,jul_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230730,93.296081,71.25,76,extreme,131.426196,0,0.344399,extreme,5,aug_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230806,93.542609,71.25,76,extreme,137.8838,0,0.344399,extreme,6,aug_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230813,93.744685,71.25,76,extreme,143.522836,0,0.344399,extreme,7,aug_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230820,93.915161,71.25,76,extreme,148.544508,0,0.344399,extreme,8,aug_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230827,94.062102,71.25,76,extreme,153.082295,0,0.344399,extreme,9,aug_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230903,94.190881,66.125,74,extreme,157.229589,0.060654,3.61266,extreme,10,sep_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230910,94.305252,66.125,74,extreme,161.05446,0.060654,3.61266,extreme,11,sep_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230917,94.407935,66.125,74,extreme,164.608153,0.060654,3.61266,extreme,12,sep_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20230924,94.50096,66.125,74,extreme,167.930276,0.060654,3.61266,extreme,13,sep_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231001,94.58588,76.5,82.5,extreme,171.052117,1.074349,12.287035,extreme,14,oct_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231008,94.663911,76.5,82.5,extreme,173.998851,1.074349,12.287035,extreme,15,oct_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231015,94.736018,76.5,82.5,extreme,176.791054,1.074349,12.287035,extreme,16,oct_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231022,94.802981,76.5,82.5,extreme,179.445776,1.074349,12.287035,extreme,17,oct_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231029,94.865439,76.5,82.5,extreme,181.97731,1.074349,12.287035,extreme,18,oct_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231105,94.923921,77.625,85.25,extreme,184.397765,1.98865,10.720288,extreme,19,nov_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231112,94.978871,77.625,85.25,extreme,186.717498,1.98865,10.720288,extreme,20,nov_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231119,95.030664,77.625,85.25,extreme,188.945438,1.98865,10.720288,extreme,21,nov_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231126,95.079619,77.625,85.25,extreme,191.089342,1.98865,10.720288,extreme,22,nov_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231203,95.12601,80.5,81.5,extreme,193.155992,1.07608,14.517489,extreme,23,dec_2023
KABUPATEN INDRAMAYU,KRANGKENG,3212090,-6.49919,108.48111,20231210,95.170075,80.5,81.5,extreme,195.151358,1.07608,14.517489,extreme,24,dec_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230702,90.715134,70,75,extreme,70.812684,0,0.844692,extreme,1,jul_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230709,91.922845,70,75,extreme,80.672939,0,0.844692,extreme,2,jul_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230716,92.559448,70,75,extreme,86.423457,0,0.844692,extreme,3,jul_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230723,92.982848,70,75,extreme,90.498734,0,0.844692,extreme,4,jul_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230730,93.296081,71.25,76,extreme,93.657765,0,0.599501,extreme,5,aug_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230806,93.542609,71.25,76,extreme,96.237858,0,0.599501,extreme,6,aug_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230813,93.744685,71.25,76,extreme,98.418699,0,0.599501,extreme,7,aug_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230820,93.915161,71.25,76,extreme,100.307454,0,0.599501,extreme,8,aug_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230827,94.062102,71.25,76,extreme,101.9732,0,0.599501,extreme,9,aug_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230903,94.190881,66.125,74,extreme,103.463083,0.008699,5.108421,extreme,10,sep_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230910,94.305252,66.125,74,extreme,104.810715,0.008699,5.108421,extreme,11,sep_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230917,94.407935,66.125,74,extreme,106.040909,0.008699,5.108421,extreme,12,sep_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20230924,94.50096,66.125,74,extreme,107.172502,0.008699,5.108421,extreme,13,sep_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231001,94.58588,76.5,82.5,extreme,108.220133,1.205442,20.057107,extreme,14,oct_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231008,94.663911,76.5,82.5,extreme,109.195407,1.205442,20.057107,extreme,15,oct_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231015,94.736018,76.5,82.5,extreme,110.107675,1.205442,20.057107,extreme,16,oct_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231022,94.802981,76.5,82.5,extreme,110.964588,1.205442,20.057107,extreme,17,oct_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231029,94.865439,76.5,82.5,extreme,111.772479,1.205442,20.057107,extreme,18,oct_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231105,94.923921,77.625,85.25,extreme,112.536656,1.699654,11.878108,extreme,19,nov_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231112,94.978871,77.625,85.25,extreme,113.261608,1.699654,11.878108,extreme,20,nov_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231119,95.030664,77.625,85.25,extreme,113.951165,1.699654,11.878108,extreme,21,nov_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231126,95.079619,77.625,85.25,extreme,114.608623,1.699654,11.878108,extreme,22,nov_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231203,95.12601,80.5,81.5,extreme,115.236839,3.107793,12.545191,extreme,23,dec_2023
KABUPATEN INDRAMAYU,KROYA,3212020,-6.49986,108.06111,20231210,95.170075,80.5,81.5,extreme,115.838303,3.107793,12.545191,extreme,24,dec_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230702,90.715134,70,75,extreme,95.291263,0,2.350137,extreme,1,jul_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230709,91.922845,70,75,extreme,119.160313,0,2.350137,extreme,2,jul_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230716,92.559448,70,75,extreme,134.965177,0,2.350137,extreme,3,jul_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230723,92.982848,70,75,extreme,147.100769,0,2.350137,extreme,4,jul_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230730,93.296081,71.25,76,extreme,157.08055,0,0.69189,extreme,5,aug_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230806,93.542609,71.25,76,extreme,165.622771,0,0.69189,extreme,6,aug_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230813,93.744685,71.25,76,extreme,173.129671,0,0.69189,extreme,7,aug_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230820,93.915161,71.25,76,extreme,179.851088,0,0.69189,extreme,8,aug_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230827,94.062102,71.25,76,extreme,185.953697,0,0.69189,extreme,9,aug_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230903,94.190881,66.125,74,extreme,191.554681,0.020573,4.122788,extreme,10,sep_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230910,94.305252,66.125,74,extreme,196.739818,0.020573,4.122788,extreme,11,sep_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230917,94.407935,66.125,74,extreme,201.573932,0.020573,4.122788,extreme,12,sep_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20230924,94.50096,66.125,74,extreme,206.107302,0.020573,4.122788,extreme,13,sep_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231001,94.58588,76.5,82.5,extreme,210.379771,0.814481,12.018484,extreme,14,oct_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231008,94.663911,76.5,82.5,extreme,214.423492,0.814481,12.018484,extreme,15,oct_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231015,94.736018,76.5,82.5,extreme,218.264818,0.814481,12.018484,extreme,16,oct_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231022,94.802981,76.5,82.5,extreme,221.925637,0.814481,12.018484,extreme,17,oct_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231029,94.865439,76.5,82.5,extreme,225.424344,0.814481,12.018484,extreme,18,oct_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231105,94.923921,77.625,85.25,extreme,228.776561,1.877625,13.377611,extreme,19,nov_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231112,94.978871,77.625,85.25,extreme,231.995672,1.877625,13.377611,extreme,20,nov_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231119,95.030664,77.625,85.25,extreme,235.093242,1.877625,13.377611,extreme,21,nov_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231126,95.079619,77.625,85.25,extreme,238.079335,1.877625,13.377611,extreme,22,nov_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231203,95.12601,80.5,81.5,extreme,240.962771,2.723355,13.931864,extreme,23,dec_2023
KABUPATEN INDRAMAYU,LELEA,3212050,-6.42443,108.25076,20231210,95.170075,80.5,81.5,extreme,243.751322,2.723355,13.931864,extreme,24,dec_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230702,90.715134,70,75,extreme,95.291263,0,2.350137,extreme,1,jul_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230709,91.922845,70,75,extreme,119.160313,0,2.350137,extreme,2,jul_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230716,92.559448,70,75,extreme,134.965177,0,2.350137,extreme,3,jul_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230723,92.982848,70,75,extreme,147.100769,0,2.350137,extreme,4,jul_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230730,93.296081,71.25,76,extreme,157.08055,0,0.69189,extreme,5,aug_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230806,93.542609,71.25,76,extreme,165.622771,0,0.69189,extreme,6,aug_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230813,93.744685,71.25,76,extreme,173.129671,0,0.69189,extreme,7,aug_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230820,93.915161,71.25,76,extreme,179.851088,0,0.69189,extreme,8,aug_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230827,94.062102,71.25,76,extreme,185.953697,0,0.69189,extreme,9,aug_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230903,94.190881,66.125,74,extreme,191.554681,0.020573,4.122788,extreme,10,sep_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230910,94.305252,66.125,74,extreme,196.739818,0.020573,4.122788,extreme,11,sep_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230917,94.407935,66.125,74,extreme,201.573932,0.020573,4.122788,extreme,12,sep_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20230924,94.50096,66.125,74,extreme,206.107302,0.020573,4.122788,extreme,13,sep_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231001,94.58588,76.5,82.5,extreme,210.379771,0.814481,12.018484,extreme,14,oct_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231008,94.663911,76.5,82.5,extreme,214.423492,0.814481,12.018484,extreme,15,oct_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231015,94.736018,76.5,82.5,extreme,218.264818,0.814481,12.018484,extreme,16,oct_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231022,94.802981,76.5,82.5,extreme,221.925637,0.814481,12.018484,extreme,17,oct_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231029,94.865439,76.5,82.5,extreme,225.424344,0.814481,12.018484,extreme,18,oct_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231105,94.923921,77.625,85.25,extreme,228.776561,1.877625,13.377611,extreme,19,nov_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231112,94.978871,77.625,85.25,extreme,231.995672,1.877625,13.377611,extreme,20,nov_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231119,95.030664,77.625,85.25,extreme,235.093242,1.877625,13.377611,extreme,21,nov_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231126,95.079619,77.625,85.25,extreme,238.079335,1.877625,13.377611,extreme,22,nov_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231203,95.12601,80.5,81.5,extreme,240.962771,2.723355,13.931864,extreme,23,dec_2023
KABUPATEN INDRAMAYU,LOHBENER,3212170,-6.4012,108.2753,20231210,95.170075,80.5,81.5,extreme,243.751322,2.723355,13.931864,extreme,24,dec_2023
KABUPATEN INDRAMAYU,LOSARANG,3212180,-6.39143,108.15193,20230702,90.715134,70,75,extreme,63.021477,0,3.518548,extreme,1,jul_2023
KABUPATEN INDRAMAYU,LOSARANG,3212180,-6.39143,108.15193,20230709,91.922845,70,75,extreme,71.626126,0,3.518548,extreme,2,jul_2023
